la_code,rate,population,lower_95,upper_95,outside_95,lower_998,upper_998,outside_998,lower_998_unadjusted,upper_998_unadjusted,outside_998_unadjusted,distance_outside_95,distance_outside_998,la_name
E06000002,2841.2861693655427,120544.0,843.8152296604703,2128.4768308124285,True,490.2834618270614,2511.505970880613,True,1369.144227977034,1586.1981622729347,True,712.8093385531142,329.78019848492977,Middlesbrough
E06000027,2480.16303169579,115315.0,829.8351554205964,2143.4830581487586,True,468.7102613436582,2535.4451807262653,False,1366.8275369549904,1588.7689330107726,True,336.6799735470313,0.0,Torbay
E06000009,2420.4462643578445,115268.0,829.7052353685573,2143.6226250598356,True,468.5098258888355,2535.6678580355774,False,1366.8060127022934,1588.7928457595413,True,276.82363929800886,0.0,Blackpool
E09000005,1998.3811493839373,277975.0,1057.652424047729,1901.8490583401328,True,821.5663252518145,2150.712095459618,False,1404.7198504278372,1547.4534274507098,True,96.53209104380448,0.0,Brent
E06000057,1991.8197706011074,272364.0,1053.4097214120043,1906.2930936593657,True,814.9697580858005,2157.7735120792563,False,1404.0114618907924,1548.2117349859413,True,85.5266769417417,0.0,Northumberland
E10000003,1120.0349669453096,567393.0,1182.1752790102225,1772.346911584796,True,1015.5978908422027,1945.1797189314066,False,1425.5564057800273,1525.38182932096,True,62.140312064912905,0.0,Cambridgeshire
